Highway,County,Freight count location,Day of Date1,Percentage Change
I-5,Snohomish,I-5 at Lynnwood (156th),"March 1, 2020",-44%
SR 167,King,SR 167 at Kent (196th),"June 3, 2020",-19%
SR 167,King,SR 167 at Kent (196th),"June 2, 2020",-22%
SR 167,King,SR 167 at Kent (196th),"June 1, 2020",-17%
SR 167,King,SR 167 at Kent (196th),"May 31, 2020",-41%
SR 167,King,SR 167 at Kent (196th),"May 30, 2020",-43%
SR 167,King,SR 167 at Kent (196th),"May 29, 2020",-23%
SR 167,King,SR 167 at Kent (196th),"May 28, 2020",-18%
SR 167,King,SR 167 at Kent (196th),"May 27, 2020",-26%
SR 167,King,SR 167 at Kent (196th),"May 26, 2020",-26%
SR 167,King,SR 167 at Kent (196th),"May 25, 2020",-45%
SR 167,King,SR 167 at Kent (196th),"May 24, 2020",-48%
SR 167,King,SR 167 at Kent (196th),"May 23, 2020",-25%
SR 167,King,SR 167 at Kent (196th),"May 22, 2020",-21%
SR 167,King,SR 167 at Kent (196th),"May 21, 2020",-18%
SR 167,King,SR 167 at Kent (196th),"May 20, 2020",-18%
SR 167,King,SR 167 at Kent (196th),"May 19, 2020",-17%
SR 167,King,SR 167 at Kent (196th),"May 18, 2020",-14%
SR 167,King,SR 167 at Kent (196th),"May 17, 2020",-55%
SR 167,King,SR 167 at Kent (196th),"May 16, 2020",-48%
SR 167,King,SR 167 at Kent (196th),"May 15, 2020",-31%
SR 167,King,SR 167 at Kent (196th),"May 14, 2020",-23%
SR 167,King,SR 167 at Kent (196th),"May 13, 2020",-24%
SR 167,King,SR 167 at Kent (196th),"May 12, 2020",-20%
SR 167,King,SR 167 at Kent (196th),"May 11, 2020",-24%
SR 167,King,SR 167 at Kent (196th),"May 10, 2020",-50%
SR 167,King,SR 167 at Kent (196th),"May 9, 2020",-43%
SR 167,King,SR 167 at Kent (196th),"May 8, 2020",-28%
SR 167,King,SR 167 at Kent (196th),"May 7, 2020",-19%
SR 167,King,SR 167 at Kent (196th),"May 6, 2020",-24%
SR 167,King,SR 167 at Kent (196th),"May 5, 2020",-24%
SR 167,King,SR 167 at Kent (196th),"May 4, 2020",-24%
SR 167,King,SR 167 at Kent (196th),"May 3, 2020",-64%
SR 167,King,SR 167 at Kent (196th),"May 2, 2020",-56%
SR 167,King,SR 167 at Kent (196th),"May 1, 2020",-37%
SR 167,King,SR 167 at Kent (196th),"April 30, 2020",-35%
SR 167,King,SR 167 at Kent (196th),"April 29, 2020",-23%
SR 167,King,SR 167 at Kent (196th),"April 28, 2020",-21%
SR 167,King,SR 167 at Kent (196th),"April 27, 2020",-12%
SR 167,King,SR 167 at Kent (196th),"April 26, 2020",-60%
SR 167,King,SR 167 at Kent (196th),"April 25, 2020",-54%
SR 167,King,SR 167 at Kent (196th),"April 24, 2020",-41%
SR 167,King,SR 167 at Kent (196th),"April 23, 2020",-38%
SR 167,King,SR 167 at Kent (196th),"April 22, 2020",-35%
SR 167,King,SR 167 at Kent (196th),"April 21, 2020",-28%
SR 167,King,SR 167 at Kent (196th),"April 20, 2020",-33%
SR 167,King,SR 167 at Kent (196th),"April 19, 2020",-48%
SR 167,King,SR 167 at Kent (196th),"April 18, 2020",-56%
SR 167,King,SR 167 at Kent (196th),"April 17, 2020",-35%
SR 167,King,SR 167 at Kent (196th),"April 16, 2020",-31%
SR 167,King,SR 167 at Kent (196th),"April 15, 2020",-39%
SR 167,King,SR 167 at Kent (196th),"April 14, 2020",-33%
SR 167,King,SR 167 at Kent (196th),"April 13, 2020",-31%
SR 167,King,SR 167 at Kent (196th),"April 12, 2020",-66%
SR 167,King,SR 167 at Kent (196th),"April 11, 2020",-57%
SR 167,King,SR 167 at Kent (196th),"April 10, 2020",-35%
SR 167,King,SR 167 at Kent (196th),"April 9, 2020",-31%
SR 167,King,SR 167 at Kent (196th),"April 8, 2020",-36%
SR 167,King,SR 167 at Kent (196th),"April 7, 2020",-39%
SR 167,King,SR 167 at Kent (196th),"April 6, 2020",-34%
SR 167,King,SR 167 at Kent (196th),"April 5, 2020",-64%
SR 167,King,SR 167 at Kent (196th),"April 4, 2020",-56%
SR 167,King,SR 167 at Kent (196th),"April 3, 2020",-38%
SR 167,King,SR 167 at Kent (196th),"April 2, 2020",-29%
SR 167,King,SR 167 at Kent (196th),"April 1, 2020",-35%
SR 167,King,SR 167 at Kent (196th),"March 31, 2020",-40%
SR 167,King,SR 167 at Kent (196th),"March 30, 2020",-33%
SR 167,King,SR 167 at Kent (196th),"March 29, 2020",-61%
SR 167,King,SR 167 at Kent (196th),"March 28, 2020",-59%
SR 167,King,SR 167 at Kent (196th),"March 27, 2020",-40%
SR 167,King,SR 167 at Kent (196th),"March 26, 2020",-21%
SR 167,King,SR 167 at Kent (196th),"March 25, 2020",-15%
SR 167,King,SR 167 at Kent (196th),"March 24, 2020",-13%
SR 167,King,SR 167 at Kent (196th),"March 23, 2020",3%
SR 167,King,SR 167 at Kent (196th),"March 22, 2020",-40%
SR 167,King,SR 167 at Kent (196th),"March 21, 2020",-34%
SR 167,King,SR 167 at Kent (196th),"March 20, 2020",-16%
SR 167,King,SR 167 at Kent (196th),"March 19, 2020",-8%
SR 167,King,SR 167 at Kent (196th),"March 18, 2020",-11%
SR 167,King,SR 167 at Kent (196th),"March 17, 2020",-5%
SR 167,King,SR 167 at Kent (196th),"March 16, 2020",-11%
SR 167,King,SR 167 at Kent (196th),"March 15, 2020",-32%
SR 167,King,SR 167 at Kent (196th),"March 14, 2020",-41%
SR 167,King,SR 167 at Kent (196th),"March 13, 2020",-28%
SR 167,King,SR 167 at Kent (196th),"March 12, 2020",-13%
SR 167,King,SR 167 at Kent (196th),"March 11, 2020",-3%
SR 167,King,SR 167 at Kent (196th),"March 10, 2020",1%
SR 167,King,SR 167 at Kent (196th),"March 9, 2020",-7%
SR 167,King,SR 167 at Kent (196th),"March 8, 2020",-20%
SR 167,King,SR 167 at Kent (196th),"March 7, 2020",-21%
SR 167,King,SR 167 at Kent (196th),"March 6, 2020",-25%
SR 167,King,SR 167 at Kent (196th),"March 5, 2020",-9%
SR 167,King,SR 167 at Kent (196th),"March 4, 2020",-1%
SR 167,King,SR 167 at Kent (196th),"March 3, 2020",-3%
SR 167,King,SR 167 at Kent (196th),"March 2, 2020",-15%
SR 167,King,SR 167 at Kent (196th),"March 1, 2020",-36%
I-405,King,I-405 at Bothell (Filbert),"June 3, 2020",-9%
I-405,King,I-405 at Kirkland (NE 132nd Street),"June 3, 2020",-12%
I-405,King,I-405 Bellevue (NE 8th Street),"June 3, 2020",-16%
I-405,King,I-405 at Renton (37th),"June 3, 2020",-9%
I-405,King,I-405 at Tukwila (Longacres),"June 3, 2020",-27%
I-405,King,I-405 at Bothell (Filbert),"June 2, 2020",-9%
I-405,King,I-405 at Kirkland (NE 132nd Street),"June 2, 2020",-18%
I-405,King,I-405 Bellevue (NE 8th Street),"June 2, 2020",-20%
I-405,King,I-405 at Renton (37th),"June 2, 2020",-10%
I-405,King,I-405 at Tukwila (Longacres),"June 2, 2020",-36%
I-405,King,I-405 at Bothell (Filbert),"June 1, 2020",-4%
I-405,King,I-405 at Kirkland (NE 132nd Street),"June 1, 2020",-23%
I-405,King,I-405 Bellevue (NE 8th Street),"June 1, 2020",-7%
I-405,King,I-405 at Renton (37th),"June 1, 2020",-11%
I-405,King,I-405 at Tukwila (Longacres),"June 1, 2020",-24%
I-405,King,I-405 at Bothell (Filbert),"May 31, 2020",-31%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 31, 2020",-45%
I-405,King,I-405 Bellevue (NE 8th Street),"May 31, 2020",-65%
I-405,King,I-405 at Renton (37th),"May 31, 2020",-28%
I-405,King,I-405 at Tukwila (Longacres),"May 31, 2020",-42%
I-405,King,I-405 at Bothell (Filbert),"May 30, 2020",-28%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 30, 2020",-58%
I-405,King,I-405 Bellevue (NE 8th Street),"May 30, 2020",-84%
I-405,King,I-405 at Renton (37th),"May 30, 2020",-32%
I-405,King,I-405 at Tukwila (Longacres),"May 30, 2020",-46%
I-405,King,I-405 at Bothell (Filbert),"May 29, 2020",-13%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 29, 2020",-8%
I-405,King,I-405 Bellevue (NE 8th Street),"May 29, 2020",-22%
I-405,King,I-405 at Renton (37th),"May 29, 2020",-25%
I-405,King,I-405 at Tukwila (Longacres),"May 29, 2020",-30%
I-405,King,I-405 at Bothell (Filbert),"May 28, 2020",-22%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 28, 2020",-4%
I-405,King,I-405 Bellevue (NE 8th Street),"May 28, 2020",-28%
I-405,King,I-405 at Renton (37th),"May 28, 2020",-20%
I-405,King,I-405 at Tukwila (Longacres),"May 28, 2020",-39%
I-405,King,I-405 at Bothell (Filbert),"May 27, 2020",-23%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 27, 2020",-10%
I-405,King,I-405 Bellevue (NE 8th Street),"May 27, 2020",-39%
I-405,King,I-405 at Renton (37th),"May 27, 2020",-20%
I-405,King,I-405 at Tukwila (Longacres),"May 27, 2020",-35%
I-405,King,I-405 at Bothell (Filbert),"May 26, 2020",-19%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 26, 2020",-11%
I-405,King,I-405 Bellevue (NE 8th Street),"May 26, 2020",-16%
I-405,King,I-405 at Renton (37th),"May 26, 2020",-25%
I-405,King,I-405 at Tukwila (Longacres),"May 26, 2020",-38%
I-405,King,I-405 at Bothell (Filbert),"May 25, 2020",-42%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 25, 2020",-52%
I-405,King,I-405 Bellevue (NE 8th Street),"May 25, 2020",-69%
I-405,King,I-405 at Renton (37th),"May 25, 2020",-51%
I-405,King,I-405 at Tukwila (Longacres),"May 25, 2020",-51%
I-405,King,I-405 at Bothell (Filbert),"May 24, 2020",-40%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 24, 2020",-70%
I-405,King,I-405 Bellevue (NE 8th Street),"May 24, 2020",-60%
I-405,King,I-405 at Renton (37th),"May 24, 2020",-51%
I-405,King,I-405 at Tukwila (Longacres),"May 24, 2020",-68%
I-405,King,I-405 at Bothell (Filbert),"May 23, 2020",-29%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 23, 2020",-48%
I-405,King,I-405 Bellevue (NE 8th Street),"May 23, 2020",-63%
I-405,King,I-405 at Renton (37th),"May 23, 2020",-26%
I-405,King,I-405 at Tukwila (Longacres),"May 23, 2020",-49%
I-405,King,I-405 at Bothell (Filbert),"May 22, 2020",-21%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 22, 2020",-35%
I-405,King,I-405 Bellevue (NE 8th Street),"May 22, 2020",-28%
I-405,King,I-405 at Renton (37th),"May 22, 2020",-29%
I-405,King,I-405 at Tukwila (Longacres),"May 22, 2020",-42%
I-405,King,I-405 at Bothell (Filbert),"May 21, 2020",-26%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 21, 2020",-29%
I-405,King,I-405 Bellevue (NE 8th Street),"May 21, 2020",-34%
I-405,King,I-405 at Renton (37th),"May 21, 2020",-20%
I-405,King,I-405 at Tukwila (Longacres),"May 21, 2020",-30%
I-405,King,I-405 at Bothell (Filbert),"May 20, 2020",-21%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 20, 2020",-23%
I-405,King,I-405 Bellevue (NE 8th Street),"May 20, 2020",-23%
I-405,King,I-405 at Renton (37th),"May 20, 2020",-24%
I-405,King,I-405 at Tukwila (Longacres),"May 20, 2020",-28%
I-405,King,I-405 at Bothell (Filbert),"May 19, 2020",-23%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 19, 2020",-28%
I-405,King,I-405 Bellevue (NE 8th Street),"May 19, 2020",-26%
I-405,King,I-405 at Renton (37th),"May 19, 2020",-27%
I-405,King,I-405 at Tukwila (Longacres),"May 19, 2020",-30%
I-405,King,I-405 at Bothell (Filbert),"May 18, 2020",-22%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 18, 2020",-25%
I-405,King,I-405 Bellevue (NE 8th Street),"May 18, 2020",-8%
I-405,King,I-405 at Renton (37th),"May 18, 2020",-12%
I-405,King,I-405 at Tukwila (Longacres),"May 18, 2020",-26%
I-405,King,I-405 at Bothell (Filbert),"May 17, 2020",-47%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 17, 2020",-69%
I-405,King,I-405 Bellevue (NE 8th Street),"May 17, 2020",-75%
I-405,King,I-405 at Renton (37th),"May 17, 2020",-53%
I-405,King,I-405 at Tukwila (Longacres),"May 17, 2020",-65%
I-405,King,I-405 at Bothell (Filbert),"May 16, 2020",-43%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 16, 2020",-64%
I-405,King,I-405 Bellevue (NE 8th Street),"May 16, 2020",-78%
I-405,King,I-405 at Renton (37th),"May 16, 2020",-50%
I-405,King,I-405 at Tukwila (Longacres),"May 16, 2020",-62%
I-405,King,I-405 at Bothell (Filbert),"May 15, 2020",-16%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 15, 2020",-31%
I-405,King,I-405 Bellevue (NE 8th Street),"May 15, 2020",-30%
I-405,King,I-405 at Renton (37th),"May 15, 2020",-21%
I-405,King,I-405 at Tukwila (Longacres),"May 15, 2020",-43%
I-405,King,I-405 at Bothell (Filbert),"May 14, 2020",-14%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 14, 2020",-38%
I-405,King,I-405 Bellevue (NE 8th Street),"May 14, 2020",-27%
I-405,King,I-405 at Renton (37th),"May 14, 2020",-18%
I-405,King,I-405 at Tukwila (Longacres),"May 14, 2020",-37%
I-405,King,I-405 at Bothell (Filbert),"May 13, 2020",-15%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 13, 2020",-18%
I-405,King,I-405 Bellevue (NE 8th Street),"May 13, 2020",-15%
I-405,King,I-405 at Renton (37th),"May 13, 2020",-23%
I-405,King,I-405 at Tukwila (Longacres),"May 13, 2020",-39%
I-405,King,I-405 at Bothell (Filbert),"May 12, 2020",-24%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 12, 2020",-6%
I-405,King,I-405 Bellevue (NE 8th Street),"May 12, 2020",-19%
I-405,King,I-405 at Renton (37th),"May 12, 2020",-23%
I-405,King,I-405 at Tukwila (Longacres),"May 12, 2020",-32%
I-405,King,I-405 at Bothell (Filbert),"May 11, 2020",-27%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 11, 2020",-18%
I-405,King,I-405 Bellevue (NE 8th Street),"May 11, 2020",-20%
I-405,King,I-405 at Renton (37th),"May 11, 2020",-26%
I-405,King,I-405 at Tukwila (Longacres),"May 11, 2020",-36%
I-405,King,I-405 at Bothell (Filbert),"May 10, 2020",-48%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 10, 2020",-74%
I-405,King,I-405 Bellevue (NE 8th Street),"May 10, 2020",-76%
I-405,King,I-405 at Renton (37th),"May 10, 2020",-48%
I-405,King,I-405 at Tukwila (Longacres),"May 10, 2020",-67%
I-405,King,I-405 at Bothell (Filbert),"May 9, 2020",-35%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 9, 2020",-58%
I-405,King,I-405 Bellevue (NE 8th Street),"May 9, 2020",-80%
I-405,King,I-405 at Renton (37th),"May 9, 2020",-43%
I-405,King,I-405 at Tukwila (Longacres),"May 9, 2020",-55%
I-405,King,I-405 at Bothell (Filbert),"May 8, 2020",-16%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 8, 2020",-19%
I-405,King,I-405 Bellevue (NE 8th Street),"May 8, 2020",-28%
I-405,King,I-405 at Renton (37th),"May 8, 2020",-29%
I-405,King,I-405 at Tukwila (Longacres),"May 8, 2020",-41%
I-405,King,I-405 at Bothell (Filbert),"May 7, 2020",-16%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 7, 2020",-13%
I-405,King,I-405 Bellevue (NE 8th Street),"May 7, 2020",-24%
I-405,King,I-405 at Renton (37th),"May 7, 2020",-27%
I-405,King,I-405 at Tukwila (Longacres),"May 7, 2020",-36%
I-405,King,I-405 at Bothell (Filbert),"May 6, 2020",-31%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 6, 2020",-21%
I-405,King,I-405 Bellevue (NE 8th Street),"May 6, 2020",-21%
I-405,King,I-405 at Renton (37th),"May 6, 2020",-30%
I-405,King,I-405 at Tukwila (Longacres),"May 6, 2020",-36%
I-405,King,I-405 at Bothell (Filbert),"May 5, 2020",-24%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 5, 2020",-22%
I-405,King,I-405 Bellevue (NE 8th Street),"May 5, 2020",-17%
I-405,King,I-405 at Renton (37th),"May 5, 2020",-28%
I-405,King,I-405 at Tukwila (Longacres),"May 5, 2020",-38%
I-405,King,I-405 at Bothell (Filbert),"May 4, 2020",-22%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 4, 2020",-21%
I-405,King,I-405 Bellevue (NE 8th Street),"May 4, 2020",-17%
I-405,King,I-405 at Renton (37th),"May 4, 2020",-31%
I-405,King,I-405 at Tukwila (Longacres),"May 4, 2020",-35%
I-405,King,I-405 at Bothell (Filbert),"May 3, 2020",-63%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 3, 2020",-80%
I-405,King,I-405 Bellevue (NE 8th Street),"May 3, 2020",-77%
I-405,King,I-405 at Renton (37th),"May 3, 2020",-65%
I-405,King,I-405 at Tukwila (Longacres),"May 3, 2020",-77%
I-405,King,I-405 at Bothell (Filbert),"May 2, 2020",-50%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 2, 2020",-68%
I-405,King,I-405 Bellevue (NE 8th Street),"May 2, 2020",-85%
I-405,King,I-405 at Renton (37th),"May 2, 2020",-54%
I-405,King,I-405 at Tukwila (Longacres),"May 2, 2020",-63%
I-405,King,I-405 at Bothell (Filbert),"May 1, 2020",-26%
I-405,King,I-405 at Kirkland (NE 132nd Street),"May 1, 2020",-34%
I-405,King,I-405 Bellevue (NE 8th Street),"May 1, 2020",-35%
I-405,King,I-405 at Renton (37th),"May 1, 2020",-34%
I-405,King,I-405 at Tukwila (Longacres),"May 1, 2020",-46%
I-405,King,I-405 at Bothell (Filbert),"April 30, 2020",-48%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 30, 2020",-52%
I-405,King,I-405 Bellevue (NE 8th Street),"April 30, 2020",-43%
I-405,King,I-405 at Renton (37th),"April 30, 2020",-36%
I-405,King,I-405 at Tukwila (Longacres),"April 30, 2020",-47%
I-405,King,I-405 at Bothell (Filbert),"April 29, 2020",-33%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 29, 2020",-40%
I-405,King,I-405 Bellevue (NE 8th Street),"April 29, 2020",-31%
I-405,King,I-405 at Renton (37th),"April 29, 2020",-32%
I-405,King,I-405 at Tukwila (Longacres),"April 29, 2020",-40%
I-405,King,I-405 at Bothell (Filbert),"April 28, 2020",-35%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 28, 2020",-34%
I-405,King,I-405 Bellevue (NE 8th Street),"April 28, 2020",-47%
I-405,King,I-405 at Renton (37th),"April 28, 2020",-24%
I-405,King,I-405 at Tukwila (Longacres),"April 28, 2020",-34%
I-405,King,I-405 at Bothell (Filbert),"April 27, 2020",-36%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 27, 2020",-40%
I-405,King,I-405 Bellevue (NE 8th Street),"April 27, 2020",-26%
I-405,King,I-405 at Renton (37th),"April 27, 2020",-30%
I-405,King,I-405 at Tukwila (Longacres),"April 27, 2020",-37%
I-405,King,I-405 at Bothell (Filbert),"April 26, 2020",-59%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 26, 2020",-80%
I-405,King,I-405 Bellevue (NE 8th Street),"April 26, 2020",-82%
I-405,King,I-405 at Renton (37th),"April 26, 2020",-66%
I-405,King,I-405 at Tukwila (Longacres),"April 26, 2020",-78%
I-405,King,I-405 at Bothell (Filbert),"April 25, 2020",-51%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 25, 2020",-76%
I-405,King,I-405 Bellevue (NE 8th Street),"April 25, 2020",-86%
I-405,King,I-405 at Renton (37th),"April 25, 2020",-60%
I-405,King,I-405 at Tukwila (Longacres),"April 25, 2020",-69%
I-405,King,I-405 at Bothell (Filbert),"April 24, 2020",-38%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 24, 2020",-41%
I-405,King,I-405 Bellevue (NE 8th Street),"April 24, 2020",-37%
I-405,King,I-405 at Renton (37th),"April 24, 2020",-35%
I-405,King,I-405 at Tukwila (Longacres),"April 24, 2020",-52%
I-405,King,I-405 at Bothell (Filbert),"April 23, 2020",-37%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 23, 2020",-45%
I-405,King,I-405 Bellevue (NE 8th Street),"April 23, 2020",-37%
I-405,King,I-405 at Renton (37th),"April 23, 2020",-37%
I-405,King,I-405 at Tukwila (Longacres),"April 23, 2020",-43%
I-405,King,I-405 at Bothell (Filbert),"April 22, 2020",-41%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 22, 2020",-44%
I-405,King,I-405 Bellevue (NE 8th Street),"April 22, 2020",-35%
I-405,King,I-405 at Renton (37th),"April 22, 2020",-43%
I-405,King,I-405 at Tukwila (Longacres),"April 22, 2020",-46%
I-405,King,I-405 at Bothell (Filbert),"April 21, 2020",-38%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 21, 2020",-41%
I-405,King,I-405 Bellevue (NE 8th Street),"April 21, 2020",-40%
I-405,King,I-405 at Renton (37th),"April 21, 2020",-35%
I-405,King,I-405 at Tukwila (Longacres),"April 21, 2020",-41%
I-405,King,I-405 at Bothell (Filbert),"April 20, 2020",-33%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 20, 2020",-36%
I-405,King,I-405 Bellevue (NE 8th Street),"April 20, 2020",-29%
I-405,King,I-405 at Renton (37th),"April 20, 2020",-29%
I-405,King,I-405 at Tukwila (Longacres),"April 20, 2020",-40%
I-405,King,I-405 at Bothell (Filbert),"April 19, 2020",-56%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 19, 2020",-73%
I-405,King,I-405 Bellevue (NE 8th Street),"April 19, 2020",-79%
I-405,King,I-405 at Renton (37th),"April 19, 2020",-57%
I-405,King,I-405 at Tukwila (Longacres),"April 19, 2020",-72%
I-405,King,I-405 at Bothell (Filbert),"April 18, 2020",-47%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 18, 2020",-73%
I-405,King,I-405 Bellevue (NE 8th Street),"April 18, 2020",-87%
I-405,King,I-405 at Renton (37th),"April 18, 2020",-62%
I-405,King,I-405 at Tukwila (Longacres),"April 18, 2020",-63%
I-405,King,I-405 at Bothell (Filbert),"April 17, 2020",-35%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 17, 2020",-39%
I-405,King,I-405 Bellevue (NE 8th Street),"April 17, 2020",-37%
I-405,King,I-405 at Renton (37th),"April 17, 2020",-31%
I-405,King,I-405 at Tukwila (Longacres),"April 17, 2020",-47%
I-405,King,I-405 at Bothell (Filbert),"April 16, 2020",-37%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 16, 2020",-39%
I-405,King,I-405 Bellevue (NE 8th Street),"April 16, 2020",-31%
I-405,King,I-405 at Renton (37th),"April 16, 2020",-34%
I-405,King,I-405 at Tukwila (Longacres),"April 16, 2020",-39%
I-405,King,I-405 at Bothell (Filbert),"April 15, 2020",-46%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 15, 2020",-44%
I-405,King,I-405 Bellevue (NE 8th Street),"April 15, 2020",-43%
I-405,King,I-405 at Renton (37th),"April 15, 2020",-35%
I-405,King,I-405 at Tukwila (Longacres),"April 15, 2020",-44%
I-405,King,I-405 at Bothell (Filbert),"April 14, 2020",-39%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 14, 2020",-48%
I-405,King,I-405 Bellevue (NE 8th Street),"April 14, 2020",-30%
I-405,King,I-405 at Renton (37th),"April 14, 2020",-35%
I-405,King,I-405 at Tukwila (Longacres),"April 14, 2020",-42%
I-405,King,I-405 at Bothell (Filbert),"April 13, 2020",-50%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 13, 2020",-39%
I-405,King,I-405 Bellevue (NE 8th Street),"April 13, 2020",-39%
I-405,King,I-405 at Renton (37th),"April 13, 2020",-45%
I-405,King,I-405 at Tukwila (Longacres),"April 13, 2020",-44%
I-405,King,I-405 at Bothell (Filbert),"April 12, 2020",-70%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 12, 2020",-87%
I-405,King,I-405 Bellevue (NE 8th Street),"April 12, 2020",-83%
I-405,King,I-405 at Renton (37th),"April 12, 2020",-73%
I-405,King,I-405 at Tukwila (Longacres),"April 12, 2020",-77%
I-405,King,I-405 at Bothell (Filbert),"April 11, 2020",-53%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 11, 2020",-79%
I-405,King,I-405 Bellevue (NE 8th Street),"April 11, 2020",-84%
I-405,King,I-405 at Renton (37th),"April 11, 2020",-56%
I-405,King,I-405 at Tukwila (Longacres),"April 11, 2020",-60%
I-405,King,I-405 at Bothell (Filbert),"April 10, 2020",-43%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 10, 2020",-51%
I-405,King,I-405 Bellevue (NE 8th Street),"April 10, 2020",-50%
I-405,King,I-405 at Renton (37th),"April 10, 2020",-46%
I-405,King,I-405 at Tukwila (Longacres),"April 10, 2020",-44%
I-405,King,I-405 at Bothell (Filbert),"April 9, 2020",-37%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 9, 2020",-50%
I-405,King,I-405 Bellevue (NE 8th Street),"April 9, 2020",-54%
I-405,King,I-405 at Renton (37th),"April 9, 2020",-38%
I-405,King,I-405 at Tukwila (Longacres),"April 9, 2020",-39%
I-405,King,I-405 at Bothell (Filbert),"April 8, 2020",-40%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 8, 2020",-48%
I-405,King,I-405 Bellevue (NE 8th Street),"April 8, 2020",-46%
I-405,King,I-405 at Renton (37th),"April 8, 2020",-45%
I-405,King,I-405 at Tukwila (Longacres),"April 8, 2020",-48%
I-405,King,I-405 at Bothell (Filbert),"April 7, 2020",-40%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 7, 2020",-49%
I-405,King,I-405 Bellevue (NE 8th Street),"April 7, 2020",-41%
I-405,King,I-405 at Renton (37th),"April 7, 2020",-39%
I-405,King,I-405 at Tukwila (Longacres),"April 7, 2020",-46%
I-405,King,I-405 at Bothell (Filbert),"April 6, 2020",-49%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 6, 2020",-50%
I-405,King,I-405 Bellevue (NE 8th Street),"April 6, 2020",-58%
I-405,King,I-405 at Renton (37th),"April 6, 2020",-46%
I-405,King,I-405 at Tukwila (Longacres),"April 6, 2020",-49%
I-405,King,I-405 at Bothell (Filbert),"April 5, 2020",-73%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 5, 2020",-87%
I-405,King,I-405 Bellevue (NE 8th Street),"April 5, 2020",-88%
I-405,King,I-405 at Renton (37th),"April 5, 2020",-68%
I-405,King,I-405 at Tukwila (Longacres),"April 5, 2020",-79%
I-405,King,I-405 at Bothell (Filbert),"April 4, 2020",-63%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 4, 2020",-80%
I-405,King,I-405 Bellevue (NE 8th Street),"April 4, 2020",-66%
I-405,King,I-405 at Renton (37th),"April 4, 2020",-59%
I-405,King,I-405 at Tukwila (Longacres),"April 4, 2020",-69%
I-405,King,I-405 at Bothell (Filbert),"April 3, 2020",-47%
